Row_num,Country,Year,Disease Name,Country_pop,Incidence Rate mn (%),Prevalence rate (%),Mortality Rate per 100 people (%),Population affected,Pop_affected(Male),Pop_affected(Female),Ages 0-18 (%),Ages 19-35 (%),Ages 36-60 (%),Ages 61+ (%),Pop_affected_U (%),Pop_affected_R (%),Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment type,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Average Annual Treatment Cost (USD),Availability of Vaccines/Treatment,Composite Health Index (CHI),Per Capita Income (USD),Education Index,Urbanization Rate (%)
5402,USA,2016.00,Parkinson's Disease,324353340,,,,,,,,,,,,,94.16,4.3,3.8,Therapy,79.49,0,18.03,'34762,Medium,59.8,'57126.64,0.91,81.7
5403,USA,2015.00,Polio,321815121,0,'0,0,6112,3032,3080,'35,'20,'14,'31,82,18,73.15,5.04,11.08,Vaccination,59.01,0,11.53,'523,Medium,68.2,'56097.92,0.9,81.6
5404,South Korea,2024.00,Hypertension,51751065,1.66,'23.98,0.21,859068,460460,398608,'1,'8,'35,'56,82,18,87.24,3.72,9.61,Medication,78.16,121.47,6.17,'4280,High,87.4,,,82
5405,India,2015.00,COVID-19,1328024498,1.14,'1.43,0.01,15139479,8447829,6691650,'20,'26,'30,'24,33,67,35.08,0.69,0.59,Medication,66.03,11.08,24.8,'128,~none~,18.7,'1616.51,0.52,32.7
5406,Australia,2009.00,HIV/A!DS,21691653,0.19,'1.34,0.03,41214,22791,18423,'7,'30,'38,'25,85,15,70.09,4.98,10.21,Medication,50.58,7.97,-3.47,'1835,High,64.9,'46699.79,0.9,84.9
5407,It@l¥,2011.00,Parkinson's Disease,60026841,,,,,,,,,,,,,76.11,4.69,9.8,Therapy,85.26,0,-8.53,'12504,Medium,64.5,'38215.26,0.79,68.7
5408,G%rmany,2011.00,Zika,80274983,0.01,'0,0,4248,2026,2222,'20,'28,'16,'36,76,24,86.11,4.48,5.5,Medication,80.48,0,-13.66,'982,None,44.5,'47303.11,0.94,76.4
5409,Nigeria,2021.00,Alzheimer's Disease,218529286,,,,,,,,,,,,,29.11,0.83,1.5,Medication,61.58,0,-29.06,'3420,Low,25.4,'2008.54,0.55,51.8
5410,South Korea,2022.00,Hypertension,51672569,1.86,'23.9,0.24,961110,518999,442111,'1,'8,'35,'56,82,18,92.22,3.66,4.15,Medication,52.31,108.42,-26.7,'3542,High,75.3,'34748.47,0.88,81.7
5411,Australia,2003.00,Influen&za,19720737,9.94,'11.62,0.03,1960241,984041,976200,'23,'25,'32,'19,84,16,86.03,3.43,8.09,Medication,70.31,92.35,,'263,High,74.1,'28275.26,0.88,84.3
5412,Russia,2008.00,Leprosy,142742366,0,'0,,1147,697,450,'11,'20,'40,'29,74,26,57.05,1.08,3.7,Medication,72.29,0,-19.69,'3446,Medium,47.1,'11661.82,0.81,73.6
5413,Australia,2019.00,Parkinson's Disease,25334826,,,,,,,,,,,,,71.19,4.92,9.41,Therapy,62.34,0,-14.57,'22197,Medium,59.8,'54059.53,0.92,85.9
5414,South Africa,2007.00,Malaria,50528584,6.95,'9.05,0.01,3511737,1927944,1583793,'38,'30,'25,'7,61,39,75.05,1.4,3.62,Medication,95.33,72.84,24.37,'136,High,64.1,'6591.86,0.68,60.7
5415,South Africa,2005.00,Asthma,49490033,0.37,'4.69,0.03,183113,87528,95585,'28,'26,'25,'21,60,40,59.03,1.5,4.99,Medication,62.99,18.32,6.35,'32,Medium,54.3,'5836.88,0.67,59.9
5416,South Africa,2010.00,Asthma,52344051,0.49,'8.52,0.08,256486,124139,132347,'28,'25,'25,'22,62,38,51.07,1.36,2.88,Medication,83.03,44.3,0.25,'38,Medium,52.3,'7973.47,0.7,61.8
5417,India,2004.00,Rabies,1135991513,0.01,'0.01,0,113599,77134,36465,'21,'27,'35,'18,29,71,23.02,0.29,0.83,Medication,84.6,0.17,,'32,Low ,28.7,'618.96,0.41,28.5
5418,It@l¥,2017.00, Ebola ,60002252,0,'0,0,2547,1332,1215,'3,'22,'42,'32,70,30,91.17,3.42,9.78,Therapy,70.44,0,-25.86,'22201,Medium,54.9,'32633.06,0.8,69.6
5419,G%rmany,2008.00,Tub?rculosis,82110097,0.15,'0.85,0.01,123165,74515,48650,'16,'23,'36,'26,76,24,90.08,3.57,5,Medication,63.57,3.57,-29.37,'1779,High,70.2,'46957.83,0.92,76
5420,South Africa,2002.00,Polio,48019415,0.01,'0,0,3117,1652,1465,'44,'21,'10,'25,59,41,74.01,1.97,1.99,Medication,79.26,0,,'5,High,60.3,'2688.24,0.65,58.8
5421,Argentina,2002.00,HIV/A!DS,38029349,0.03,'0.23,0,11409,6400,5009,'14,'31,'35,'20,89,11,58.01,1.82,2.59,Medication,63.71,1.23,,'63,Low,36.4,'2907.85,0.77,89.3
5422,It@l¥,2017.00,Parkinson's Disease,60002252,,,,,,,,,,,,,79.17,3.84,6.97,Therapy,94.2,0,-0.85,'15876,Medium,61.3,'32633.06,0.8,69.6
5423,Saudi Arabia,2005.00,Asthma,20559890,0.99,'19.37,0.1,203543,90780,112763,'23,'25,'25,'27,80,20,50.03,1.97,1.34,Medication,57.24,75.55,-3.36,'685,Medium,46.4,'15963.4,0.62,80.3
5424,Russia,2006.00,Diabetes,143049637,0.6,'10.66,0.07,858298,436015,422283,'7,'15,'40,'38,73,27,61.04,2.34,2.61,Medication,65.94,39.56,-29.06,'845,Medium,54.4,'6936.87,0.8,73.5
5425,?r?zil,2008.00,Influen&za,190367302,4,'4.58,0.02,7614692,3967255,3647437,'28,'25,'30,'17,83,17,71.05,2,3.87,Medication,96.41,39.83,7.11,'284,High,65.2,'8908.33,0.61,83
5426,Argentina,2013.00,Influen&za,42582455,12.85,'13.98,0.09,5471845,2774225,2697620,'27,'25,'30,'18,91,9,63.09,1.75,4.67,Medication,94.7,145.1,27.99,'19,High,63.1,'14403.02,0.84,90.7
5427,Mex!co,2001.00,Dengue,100099099,7.03,'8.07,0.03,7036967,3490336,3546631,'34,'36,'25,'5,73,27,64.01,1.22,3.46,Medication,86.24,78.33,,'63,Medium,51.6,'7952.77,0.56,73.3
5428,?r?zil,2015.00, Ebola ,201675532,0.01,'0,0,15672,8322,7350,'12,'25,'35,'28,85,15,57.1,2.41,5.05,Medication,89.99,0,70.08,'4858,Low,39.2,'8936.2,0.67,84.8
5429,Australia,2022.00,HIV/A!DS,26014399,0.13,'0.75,0.01,33819,19243,14576,'4,'30,'40,'26,86,14,90.22,5.07,5.25,Therapy,75.68,4.08,6.05,'3457,High,68.1,'67972.13,0.92,86
5430,G%rmany,2001.00, Ebola ,82349925,0.01,'0,0,4693,2295,2398,'8,'24,'39,'29,75,25,79.01,3.28,10.19,Therapy,64.08,0,,'17604,None,43,'23999.61,0.88,75.1
5431,Can@da,2012.00,Cancer,34713395,0.44,'5.18,0.05,152739,76522,76217,'1,'10,'39,'50,79,21,79.12,4.44,7.93,Surgery,50.17,24.41,-23.35,'26918,High,63.2,'52354.83,0.89,79
5432,South Africa,2005.00,Leprosy,49490033,0,'0,,2290,1431,859,'13,'21,'40,'26,60,40,53.03,1.9,5.03,Medication,63.67,0,7.5,'2219,Medium,48.5,'5836.88,0.67,59.9
5433,India,2009.00,Leprosy,1225524753,0.03,'0.15,,367657,231624,136033,'15,'22,'40,'23,30,70,39.05,0.45,1.24,Medication,74.13,0.76,41.47,'1082,Low,32.2,'1073.2,0.45,30.4
5434,Nigeria,2021.00,Measles,218529286,1.49,'2.1,0,3256086,1768055,1488031,'54,'21,'10,'15,52,48,32.11,0.76,1.01,Medication,72.3,15.68,-16.71,'11,High,43.1,'2008.54,0.55,51.8
5435,South Africa,2019.00,Cancer,59587885,0.28,'3.07,0.04,166846,90431,76415,'6,'9,'35,'49,65,35,55.13,2.11,3.58,Surgery,93.24,16.46,27.78,'6180,Medium,47.1,'6533.71,0.77,65.2
5436,South Korea,2005.00,Cancer,48184561,0.58,'11.02,0.04,279470,142250,137220,'7,'10,'35,'48,79,21,82.05,2.58,7.83,Surgery,52.06,49.06,-12.11,'15981,High,59.6,'20303.16,0.83,78.9
5437,G%rmany,2018.00,Measles,82905782,0.19,'0.28,0,157521,80808,76713,'43,'17,'16,'25,77,23,81.18,4.04,9.02,Vaccination,65.58,1.99,-28.58,'1406,High,74.8,'48603.59,0.94,77.3
5438,France,2010.00,Tub?rculosis,65026211,0.02,'0.12,0,13005,7881,5124,'17,'25,'34,'25,79,22,90.1,3.43,8.45,Medication,78.11,0.61,-5.69,'803,High,77.1,'40394.28,0.79,78.5
5439,G%rmany,2019.00,Measles,83092962,0.41,'0.49,0,340681,175791,164890,'42,'17,'16,'25,77,23,71.19,4.67,9.4,Vaccination,62.2,3.81,-14.76,'1402,High,73.7,'47358.15,0.95,77.5
5440,China,2013.00,Hypertension,1363240000,1.17,'19.55,0.03,15949908,8628900,7321008,'2,'8,'35,'55,50,50,64.09,1.44,4.3,Medication,58.32,85.02,-21.18,'278,Medium,53.7,'6940.11,0.61,50.3
5441,South Africa,2006.00,Malaria,49998277,23.72,'32.76,0.04,11859591,6582073,5277518,'38,'31,'25,'6,60,40,50.04,2.47,1.84,Medication,62.52,281.91,-32.74,'130,Medium,44.7,'6077.38,0.67,60.3
5442,T?u?r?k?e?y?,2019.00,Polio,82579440,0,'0,0,3305,1682,1623,'41,'19,'10,'29,75,26,58.13,1.49,4.8,Vaccination,73.69,0,0.99,'62,Medium,50.3,'8915.5,0.79,74.5
5443,United Kingdom,2014.00,Tub?rculosis,64620000,0.11,'0.9,0.01,71082,42294,28788,'16,'25,'30,'30,82,18,,,,Medication,63.18,5.01,-0.57,'2353,Medium,22.2,'47246.82,0.92,81.8
5444,France,2015.00,COVID-19,66548272,3.87,'5.2,0.01,2575418,1357245,1218173,'10,'25,'34,'31,79,21,95.15,2.6,7.43,Medication,80.03,48.86,51.26,'5035,None,44.4,'36410.97,0.81,79.3
5445,South Africa,2012.00,Zika,53782567,0,'0,0,642,324,318,'27,'30,'10,'33,63,37,52.08,1.22,2.3,Medication,70.32,0,7.44,'42,None,25.8,'8076.91,0.71,62.6
5446,It@l¥,2019.00,Polio,59729081,0,'0,0,1889,969,920,'32,'17,'18,'33,70,30,80.19,3.74,6.74,Vaccination,65.93,0,-9.65,'245,Medium,63.5,'33587.26,0.81,69.9
5447,Can@da,2021.00,Hypertension,38239864,1.2,'15.96,0.05,458878,241370,217508,'1,'8,'40,'51,81,19,74.21,3.7,8.24,Medication,75.93,55.07,-12.53,'3209,High,80.9,'52204.43,0.91,80.6
5448,?r?zil,2019.00,COVID-19,207455459,4.05,'4.75,0.01,8401946,4747099,3654847,'16,'24,'30,'29,86,14,50.13,1.17,3.43,Medication,81.94,43.7,12.29,'1168,None,28.1,'9029.83,0.7,85.8
5449,India,2015.00,Cancer,1328024498,0.54,'7.72,0.03,7171332,3815149,3356183,'10,'11,'35,'44,33,67,48.08,0.28,1.27,Medication,88.85,29.18,67.93,'1944,Medium,37.6,'1616.51,0.52,32.7
5450,China,2005.00,Measles,1303720000,2.21,'2.83,0.01,28812212,14492543,14319669,'52,'20,'8,'20,42,59,61.03,1.87,4.57,Vaccination,54.15,27.49,-8.58,'34,High,55.4,'1744.97,0.53,41.5
5451,Russia,2001.00,Cholera,145976482,0.01,'0,0,7615,3960,3655,'28,'30,'25,'17,73,27,57.01,1.61,2.38,Medication,87.09,0,,'122,Medium,49.4,'2113.38,0.77,73.1
5452,Russia,2001.00,Cholera,145976482,0.01,'0,0,7615,3960,3655,'28,'30,'25,'17,73,27,57.01,1.61,2.38,Medication,87.09,0,,'122,Medium,49.4,'2113.38,0.77,73.1
5453,Can@da,2020.00,Alzheimer's Disease,38028638,,,,,,,,,,,,,88.2,4.14,7.37,Therapy,94.33,0,-4.28,'41954,Medium,64.6,'43374.46,0.91,80.4
5454,South Africa,2014.00,Zika,55594838,0.01,'0,0,2883,1485,1398,'27,'30,'10,'33,63,37,51.09,2.11,4.65,Medication,74.75,0,17.64,'45,None,30.5,'6851.52,0.74,63.3
5455,Saudi Arabia,2019.00,Malaria,30063799,0.01,'0,0,1613,873,740,'29,'30,'25,'16,84,16,66.13,1.67,2.91,Medication,89.89,0,23.19,'603,Medium,53.3,'27518.46,0.78,83.8
5456,China,2015.00,Leprosy,1379860000,0.01,'0,,84162,52012,32150,'10,'20,'40,'30,53,48,73.1,2.17,2.45,Medication,54.73,0,3.44,'5181,Medium,49.6,'7923,0.64,52.5
5457,China,2002.00,COVID-19,1280400000,1.85,'2.77,0.01,23687400,12696446,10990954,'18,'25,'30,'27,38,62,67.01,1.94,1.38,Medication,71.58,23.15,,'629,~none~,29.6,'1142.74,0.5,38.2
5458,South Korea,2020.00,Cholera,51836239,0,'0,0,1572,857,715,'24,'30,'25,'21,81,19,80.2,3.91,9.38,Medication,54.74,0,-44.45,'2635,Medium,65.5,'33631.34,0.88,81.4
5459,Russia,2012.00,Rabies,143378447,0.01,'0,0,8541,5705,2836,'16,'25,'35,'24,74,26,52.08,1.54,4.12,Medication,50.01,0.07,-23.59,'90,Medium,43.6,'15304.44,0.82,74
5460,Australia,2009.00,Asthma,21691653,0.41,'6.73,0.02,88936,41444,47492,'22,'25,'28,'25,85,15,71.09,4.79,4.57,Medication,62.15,29.77,18.61,'1098,High,75,'46699.79,0.9,84.9
5461,South Africa,2009.00,Polio,51728516,0,'0,0,1929,1036,893,'43,'20,'10,'27,61,39,71.06,2.27,2.88,Medication,97.06,0,85.23,'6,High,64.7,'6374.71,0.69,61.4
5462,Russia,2008.00,Hepatitis,142742366,0.42,'2.85,0.03,599518,369903,229615,'6,'15,'35,'44,74,26,58.05,1.62,1.98,Medication,69.17,16.77,-23.15,'36,Medium,46,'11661.82,0.81,73.6
5463,South Africa,2001.00,COVID-19,47566800,1.38,'2.06,0.01,656422,355124,301298,'19,'26,'30,'25,58,42,64.01,1.67,3.3,Medication,51.49,15.88,,'89,None,27.6,'2847.15,0.62,58.4
5464,USA,2015.00,HIV/A!DS,321815121,0.09,'0.6,0.01,289634,158140,131494,'5,'30,'39,'26,82,18,75.15,4.63,11.19,Therapy,76.77,3.09,45.1,'3316,High,69.4,'56097.92,0.9,81.6
5465,France,2003.00,Rabies,62249855,0.01,'0.01,0,6225,3953,2272,'13,'25,'37,'24,77,23,88.03,4.49,11.44,Medication,95.39,0.09,,'541,Medium,77.4,'29263.08,0.75,77.5
5466,Argentina,2022.00, Ebola ,45407904,0,'0,0,2012,1036,976,'11,'24,'35,'30,92,8,51.15,1.72,5.09,Therapy,80.62,0,12.98,'7018,Low,35.2,'13935.68,0.87,91.9
5467,Nigeria,2004.00,Cholera,141057045,0.86,'1.02,0.2,1213091,652643,560448,'31,'32,'26,'11,39,61,44.02,0.33,1.29,Medication,94.01,15.22,,'32,Low ,36.8,'966.89,0.41,39
5468,Nigeria,2017.00,COVID-19,200254579,2.04,'2.57,0,4085193,2295878,1789315,'19,'26,'32,'23,49,51,31.09,0.73,0.46,Medication,50.64,25.22,-46.7,'181,~none~,15.6,'1876.33,0.5,48.8
5469,Nigeria,2005.00,Zika,145017253,0,'0,0,1143,573,570,'31,'32,'11,'27,40,60,44.03,0.37,0.84,Vaccination,64.68,0,9.2,'33,none,20,'1214.57,0.42,39.8
5470,Russia,2003.00,Diabetes,144648618,0.5,'7.14,0.08,723243,368854,354389,'7,'15,'40,'38,73,27,61.02,1.51,2.87,Medication,65.35,26.42,,'770,Medium,52.2,'2980.64,0.8,73.2
5471,Saudi Arabia,2015.00,Dengue,29816382,0.01,'0,0,1755,900,855,'25,'35,'25,'15,83,17,71.1,2.02,4.66,Medication,81.37,0,53.79,'610,Medium,56.4,'22334.8,0.73,82.8
5472,South Korea,2004.00, Ebola ,48082519,0,'0,0,1944,978,966,'12,'25,'35,'28,79,21,84.04,3.66,8.84,Therapy,92.02,0,,'15500,None,47.5,'17245.99,0.82,78.7
5473,Nigeria,2007.00,COVID-19,153267261,2.92,'3.28,0.01,4475404,2492800,1982604,'20,'27,'31,'22,41,59,45.04,0.26,0.8,Medication,78.73,27.98,2.71,'112,none,21.9,'1798.33,0.43,41.3
5474,South Korea,2005.00,Alzheimer's Disease,48184561,,,,,,,,,,,,,70.05,3.09,9.21,Therapy,61.11,0,3.17,'19772,Medium,54.7,'20303.16,0.83,78.9
5475,India,2015.00,Hypertension,1328024498,1.71,'28.06,0.11,22709219,12649035,10060184,'7,'9,'35,'49,33,67,22.08,0.72,1.22,Medication,72.85,104.48,37.69,'17,Medium,37.2,'1616.51,0.52,32.7
5476,France,2021.00,HIV/A!DS,67842811,0.22,'1.65,0.02,149254,84179,65075,'4,'30,'40,'26,80,20,95.21,4.05,11.59,Medication,59.67,7.66,-31.26,'3835,High,70.1,'43437.82,0.83,80.2
5477,India,2008.00,Zika,1207930964,0.01,'0,0,84001,43009,40992,'30,'32,'10,'28,30,70,36.04,0.35,1.27,Medication,55.01,0,-38.88,'36,none,17.3,'1049.29,0.45,30
5478,Russia,2020.00,Malaria,145245148,0,'0,0,4799,2615,2184,'34,'30,'25,'11,75,25,69.13,2.17,2.17,Medication,77.94,0,-20.91,'213,Medium,52.3,'10200.61,0.85,74.6
5479,Australia,2021.00,Alzheimer's Disease,25685412,,,,,,,,,,,,,82.21,3.38,7.78,Therapy,96.08,0,10.68,'41148,Medium,62.2,'67440.58,0.92,86
5480,Indonesia,2009.00,Tub?rculosis,243220028,0.11,'1.08,0.01,267542,170157,97385,'23,'25,'30,'22,48,52,46.05,0.43,0.89,Medication,67.52,5.14,28.85,'36,Medium,37.7,'2362.08,0.59,47.9
5481,?r?zil,2013.00,Dengue,198478299,5.48,'7.92,0.03,10876611,5884247,4992364,'32,'35,'25,'8,84,16,61.09,2.42,3.32,Medication,51.44,71.31,-30.48,'91,Medium,47.6,'12458.89,0.67,84.3
5482,China,2010.00,Asthma,1337705000,0.55,'5.53,0.04,7357378,3450610,3906768,'26,'25,'25,'24,47,53,56.07,2.51,3.11,Medication,59.03,28.85,-28.72,'38,Medium,52.8,'4503.82,0.59,47
5483,China,2006.00,Alzheimer's Disease,1311020000,,,,,,,,,,,,,57.04,2.43,1.37,Therapy,89.69,0,-3.51,'3293,Low,40.3,'2088.01,0.54,42.6
5484,India,2004.00,Alzheimer's Disease,1135991513,,,,,,,,,,,,,25.02,0.72,0.44,Medication,78.89,0,,'994,Low ,25.7,'618.96,0.41,28.5
5485,Mex!co,2000.00,Diabetes,98625552,0.3,'4.03,0.01,295877,148530,147347,'9,'16,'40,'35,73,27,66,1.5,1.92,Medication,62.67,15.38,,'126,High,59.7,'7524.03,0.55,73
5486,Nigeria,2009.00,COVID-19,162049464,0.05,'0.06,0,81025,44726,36299,'20,'27,'31,'22,43,57,26.05,0.47,0.77,Medication,54.46,0.47,3.93,'122,none,14.9,'1801.44,0.43,42.8
5487,France,2003.00,Parkinson's Disease,62249855,,,,,,,,,,,,,70.03,4.42,4.63,Medication,59.31,0,,'9434,Medium,52.1,'29263.08,0.75,77.5
5488,Nigeria,2021.00,Cholera,218529286,0.61,'0.85,0.08,1333029,741164,591865,'29,'31,'27,'13,52,48,34.11,0.86,0.87,Medication,88.68,9.45,2.15,'70,Low,34.1,'2008.54,0.55,51.8
5489,United Kingdom,2010.00,Zika,62766365,0,'0,0,745,355,390,'22,'30,'10,'39,81,19,,,,Vaccination,85.08,0,2.73,'765,None,11.9,'39448.05,0.9,81.3
5490,Indonesia,2008.00,COVID-19,240157903,4.05,'4.73,0.02,9726395,5398149,4328246,'18,'25,'30,'27,47,53,21.04,0.46,0.78,Medication,70,39.67,-22.23,'358,None,16,'2262.07,0.57,47.2
5491,Indonesia,2019.00, Ebola ,272489381,0,'0,0,13345,7166,6179,'11,'24,'35,'29,54,46,26.1,0.22,0.72,Therapy,90.63,0,24.2,'5887,Low,23.6,'4106.95,0.66,54.4
5492,USA,2011.00,Alzheimer's Disease,311839461,,,,,,,,,,,,,80.11,3.04,4.98,Therapy,80.1,0,-14.07,'34711,Medium,54.9,'49664.06,0.89,80.9
5493,Argentina,2019.00,Diabetes,44973465,0.73,'10.89,0.1,328306,173674,154632,'6,'14,'40,'39,91,9,72.13,1.15,5.03,Medication,62.39,54.01,-14.5,'236,High,65.1,'9955.97,0.87,91.5
5494,Indonesia,2022.00,Zika,278830529,0,'0,0,5983,3129,2854,'26,'29,'10,'35,56,44,49.11,0.69,0.96,Medication,55.48,0,-22.25,'76,Low,24.7,'4730.75,0.67,56.3
5495,Argentina,2013.00,Malaria,42582455,0,'0,0,1627,870,757,'37,'30,'25,'8,91,9,55.09,2.24,4.25,Medication,62.53,0,-15.49,'79,Medium,48.7,'14403.02,0.84,90.7
5496,G%rmany,2010.00, Ebola ,81776930,0,'0,0,1905,958,947,'5,'23,'41,'31,76,24,88.1,2.86,8.09,Medication,76.88,0,-7.17,'22907,None,43.8,'42906.28,0.93,76.3
5497,United Kingdom,2005.00,Leprosy,60401206,0,'0,,1580,946,634,'8,'20,'40,'32,81,19,,,,Medication,73.82,0,24.63,'8341,Low,18.7,'41969.49,0.86,80.7
5498,Indonesia,2007.00,Influen&za,237062337,9.33,'12.41,0.02,22117916,11766731,10351185,'28,'25,'30,'17,47,53,35.04,0.29,0.62,Medication,88.46,109.6,15.41,'14,Medium,37.8,'1941.23,0.57,46.6
5499,South Africa,2017.00,Malaria,57635162,9.1,'10.41,0.07,5244800,2952822,2291978,'36,'30,'25,'9,64,36,66.11,2.32,2.73,Medication,50.25,107.81,-47.11,'230,Medium,47.6,'6612.92,0.73,64.5
5500,USA,2021.00,Measles,332099760,0.45,'0.61,0,1494449,774125,720324,'44,'20,'13,'23,83,17,70.21,4.33,9.29,Vaccination,84.43,5.32,-2.74,'2082,High,76.4,'69617.53,0.91,82.6
5501,Russia,2014.00,Influen&za,144237223,13.21,'17.05,0.04,19053737,9946051,9107686,'25,'25,'30,'20,74,26,52.09,1.37,1.28,Vaccination,76.41,151.02,20.25,'49,Medium,44,'14208.95,0.83,74.1
5502,It@l¥,2016.00,Influen&za,60115223,7.65,'10.52,0.04,4598815,2414378,2184437,'18,'22,'37,'22,69,31,94.16,3.96,8.27,Medication,88.54,86.2,31.46,'157,High,81.2,'31203.21,0.79,69.4
5503,?r?zil,2010.00,Hepatitis,193701929,0.18,'1.18,0.01,348663,216171,132492,'8,'15,'35,'42,84,17,55.07,1.58,2.84,Medication,91.91,5.04,10.98,'1329,Medium,50.3,'11403.28,0.61,83.5
5504,India,2007.00,Alzheimer's Disease,1190676021,,,,,,,,,,,,,44.04,0.17,0.82,Medication,57.42,0,-25.09,'1026,Low,25.9,'995,0.44,29.7
5505,Mex!co,2015.00,Asthma,121072306,0.17,'2.05,0.02,205823,94061,111762,'27,'25,'25,'23,78,23,70.1,1.13,1.52,Medication,78.37,9.8,48.12,'50,High,62.4,'10021.24,0.68,77.5
5506,Can@da,2013.00,Parkinson's Disease,35080992,,,,,,,,,,,,,87.13,5.05,5.29,Therapy,53.3,0,-27.96,'18613,Medium,57.4,'52321.22,0.89,79.2
5507,China,2021.00,Diabetes,1412360000,0.38,'6.08,0.01,5366968,2817658,2549310,'4,'15,'40,'41,59,41,57.14,1.93,2.35,Medication,56.37,22.73,-35.07,'386,Medium,49.7,'12492.98,0.69,59.1
5508,G%rmany,2021.00,Measles,83196078,1.08,'1.44,0,898518,454650,443868,'42,'17,'16,'25,78,22,90.21,3.68,10.28,Vaccination,80.36,14.11,-7.43,'1634,High,80.3,'51952.8,0.96,77.7
5509,USA,2012.00,Asthma,314339099,0.65,'6.99,0.01,2043204,915355,1127849,'21,'25,'29,'25,81,19,85.12,4.37,11.92,Medication,53.59,36.54,-18.12,'1036,High,84.4,'51255.7,0.9,81
5510,United Kingdom,2018.00,COVID-19,66289000,3.42,'3.54,0.01,2267084,1212890,1054194,'10,'25,'30,'36,82,18,,,,Medication,57.75,29.35,-37.11,'6710,None,8.1,'43017.61,0.92,82.3
5511,South Korea,2009.00,COVID-19,49307835,0.66,'0.87,0,325432,174757,150675,'16,'25,'30,'29,80,20,87.09,4.08,7.58,Medication,95.47,7.98,82.19,'2997,None,48.2,'20244.89,0.83,79.5
5512,South Korea,2021.00,Rabies,51769539,0.01,'0.01,0,5177,3469,1708,'14,'25,'35,'26,82,18,88.21,3.47,2.4,Medication,51.15,0.14,-41.08,'2429,Medium,56.4,'37461.4,0.88,81.6
5513,South Korea,2024.00,Measles,51751065,0.5,'0.75,0,258755,135588,123167,'48,'20,'8,'24,82,18,75.24,2.71,9.14,Vaccination,53.6,7.17,-27.19,'1741,High,67.6,,,82
5514,Saudi Arabia,2010.00,HIV/A!DS,23978487,0.11,'0.63,0.02,26376,14797,11579,'7,'30,'35,'29,82,19,61.07,2.13,1.86,Medication,96.54,3.58,16.57,'1542,Medium,47,'20996.33,0.67,81.5
5515,T?u?r?k?e?y?,2001.00,Leprosy,66245128,0.01,'0,,4332,2612,1720,'14,'21,'40,'25,66,35,62.01,1.19,3.47,Medication,74.81,0,,'4751,Medium,48.9,'3045.55,0.51,65.5
5516,Mex!co,2010.00,COVID-19,113623895,4.63,'4.88,0.01,5260786,2856607,2404179,'18,'25,'30,'27,76,24,65.07,1.44,3.39,Medication,90.7,54.22,9.51,'675,None,32.9,'9728.8,0.64,76
5517,It@l¥,2009.00,Asthma,59555454,0.18,'2.24,0,107200,49634,57566,'20,'23,'31,'26,68,32,72.09,4.35,4.21,Medication,54.25,11.04,3.53,'870,High,71.8,'36883.75,0.78,68.4
5518,Nigeria,2015.00,Hepatitis,190671878,0.94,'8.51,0.06,1792316,1147082,645234,'10,'16,'37,'38,47,53,46.08,0.74,0.6,Medication,61.61,38.31,16.44,'51,Medium,37.1,'2622.04,0.48,47.3
5519,South Africa,2024.00,Zika,64007187,0.01,'0,0,4503,2387,2116,'25,'29,'10,'36,67,33,64.16,2.4,4.52,Vaccination,58.49,0,-20.55,'85,Medium,39.8,,,67
5520,France,2006.00,Influen&za,63622342,9.09,'12.34,0.03,5783271,2908985,2874286,'23,'25,'33,'20,78,22,91.06,3.55,11.31,Vaccination,63.88,85.17,-31.27,'106,High,77.2,'36182.58,0.78,77.9
5521,South Korea,2024.00,Influen&za,51751065,10.68,'15.12,0.03,5527014,2940371,2586643,'23,'25,'30,'22,82,18,72.24,3.6,3.1,Vaccination,55.34,147.82,-24.83,'655,High,61.4,,,82
5522,Nigeria,2003.00, Ebola ,137202644,0.18,'0.27,0.14,246965,131385,115580,'16,'27,'36,'21,38,62,36.02,0.14,0.32,Medication,79.81,4.88,,'331,none,19.4,'764.65,0.39,38.3
5523,Saudi Arabia,2013.00,Hypertension,27624004,1.76,'27.89,0.04,486182,254273,231909,'1,'8,'35,'56,82,18,59.09,1.83,2,Medication,59.03,109.5,-20.22,'1841,Medium,50,'26897.96,0.71,82.3
5524,Saudi Arabia,2007.00,Measles,22368313,1.92,'2.1,0.01,429472,213877,215595,'47,'20,'8,'25,81,19,59.05,2.52,3.02,Vaccination,97.38,19.58,27.05,'209,High,62.4,'18583.76,0.63,80.8
5525,It@l¥,2020.00,Tub?rculosis,59438851,0.02,'0.15,0,11888,7275,4613,'12,'22,'38,'28,70,30,93.2,3.32,4.62,Medication,88.53,0.59,-10.17,'1312,High,74.3,'31837.64,0.82,70
5526,South Africa,2023.00,Asthma,63212384,0.21,'2.98,0.03,132746,64515,68231,'26,'24,'25,'25,67,33,66.15,2.01,2.16,Medication,59.18,15.5,-34.13,'75,High,61,'5976.39,,66.7
5527,China,2008.00,Hepatitis,1324655000,0.99,'6.06,0.09,13114085,7894679,5219406,'6,'15,'35,'44,45,55,52.05,1.11,3.84,Medication,50.97,30.26,-43.37,'34,Medium,42.2,'3444.5,0.57,44.8
